,Name,Lat,Lon,Numer_of_Guests,Price_per_night,Accommodation_Type,Star,labels,price_group,Final_Arrondissement,address
126,"Cozy flat in ""La campagne à Paris""",48.86922,2.40316,2,80,Entire Place,5,13,2,20,"Lefevre - Surmelin, Rue Ernest Lefèvre, Quartier Saint-Fargeau, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France"
127,Pelleport/Gambetta -Jolie 2 pièce calme & lumineux,48.86697,2.40342,2,80,Entire Place,5,13,2,20,"15, Rue Le Bua, Quartier Saint-Fargeau, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France"
128,New Studio in Paris Village,48.87217,2.39015,2,80,Entire Place,5,13,2,20,"81, Rue des Cascades, Quartier de Belleville, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France"
129,Superbe appartement avec grande terrasse,48.88631,2.38114,2,80,Entire Place,5,13,2,19,"École maternelle Tandou, Rue Tandou, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
130,Bright 45 m² in Latin quarter,48.84494,2.35597,2,80,Entire Place,5,15,2,5,"Institut de Physique du Globe de Paris - Université de Paris, 1, Rue Jussieu, Quartier Saint-Victor, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
131,Nice studio in the Latin Quarter,48.851,2.34665,2,80,Entire Place,5,15,2,5,"20, Rue Domat, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
132,Studio Panthéon/Luxembourg - parfait pied à terre,48.84433,2.34384,2,80,Entire Place,5,15,2,5,"Campus Curie, Rue d'Ulm, Quartier du Val-de-Grâce, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
133,Au coeur de Saint-Germain,48.85261,2.33075,2,80,Entire Place,5,15,2,6,"50, Rue du Four, Quartier de Saint-Germain-des-Prés, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France"
134,Studio Charmant Au Cœur De Paris,48.85328,2.32614,2,80,Entire Place,5,15,2,14,"26, Boulevard Raspail, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France"
135,Studio Cherche Midi,48.85042,2.32947,2,80,Entire Place,5,15,2,6,"Institut Saint-Pie X, 21, Rue du Cherche-Midi, Quartier Notre-Dame-des-Champs, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France"
138,STUDIO ECOLE MILITAIRE,48.85587,2.3088,2,80,Entire Place,5,18,2,7,"12, Rue Chevert, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France"
141,Appartement lumineux Paris,48.86424,2.38807,2,80,Entire Place,5,19,2,20,"13, Rue Jacques Prévert, Quartier du Père-Lachaise, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France"
142,appartement style loft en rdc,48.85063,2.38914,2,80,Entire Place,5,19,2,11,"53, Rue de Montreuil, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
143,Cosy/Moderne/chaleureux -  dynamique/ambiancé,48.85582,2.38768,2,80,Entire Place,5,19,2,11,"13, Rue Émile Lepeu, Quartier de la Roquette, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
144,A forest flat in the heart of Paris,48.86269,2.38276,2,80,Entire Place,5,19,2,11,"15, Cité Joly, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
145,In the heart of Paris,48.85267,2.3839,2,80,Entire Place,5,19,2,11,"Fargo Vinyl Shop, 20, Rue Chanzy, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
146,Appartement  style loft en rez de chaussée.,48.85272,2.38855,2,80,Entire Place,5,19,2,11,"D881, Boulevard Voltaire, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
147,Studio 35 sqm at Voltaire - Bright and Calm,48.85827,2.3783,2,80,Entire Place,5,19,2,11,"Migdal, Rue Sedaine, Quartier de la Roquette, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
148,Studio cosy et fonctionnel avec balcon,48.84516,2.38097,2,80,Entire Place,5,19,2,12,"148, Rue de Charenton, Quartier de Bercy, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France"
149,Petite maison studio avec jardin privatif,48.8523,2.40597,2,80,Entire Place,5,19,2,20,"63, Rue des Pyrénées, Quartier de Charonne, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France"
150,Bright modern 1 bed apartment in young lively area,48.86699,2.38495,2,80,Entire Place,5,19,2,20,"Collège Colette Besson, Impasse des Panoyaux, Quartier du Père-Lachaise, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France"
151,grand studio équipé & balcon Nation,48.85013,2.39972,2,80,Entire Place,5,19,2,20,"7, Rue de la Plaine, Quartier de Charonne, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France"
152,"appartement bien situé, tout commerces, transports ( ligne 1, ligne 8 à proximité)",48.84936,2.38296,2,80,Entire Place,5,19,2,12,"Hôpital Saint-Antoine, 184, Rue du Faubourg Saint-Antoine, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France"
153,Cosy et lumineux 2 pièces,48.85456,2.39012,2,80,Entire Place,5,19,2,11,"6, Rue de la Petite Pierre, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
154,Lovely apartment near Gare de Lyon,48.84664,2.38883,2,80,Entire Place,5,19,2,12,"15, Square Saint-Charles, Quartier de Picpus, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France"
155,MARAIS Perfect Location Charming ap,48.86053,2.35505,2,80,Entire Place,5,1,2,4,"Luna, Rue du Temple, Quartier Saint-Merri, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France"
156,Joli appartement sous les toits de Paris,48.86008,2.36939,2,80,Entire Place,5,1,2,11,"Impasse Amelot, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
157,Charmant studio centre Paris,48.87342,2.35466,2,80,Entire Place,5,2,2,10,"Capri Bazar, Rue du Faubourg Saint-Denis, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
158,Romantic flat Montmartre/Grands Boulevards,48.87651,2.34865,2,80,Entire Place,5,2,2,10,"PeGast, Rue des Messageries, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
159,Studio luxueux dans le quartier Montorgueil,48.86901,2.34814,2,80,Entire Place,5,2,2,2,"6, Rue Beauregard, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
160,Studio : ancien hôtel particulier proche Gd Blvd,48.87234,2.34993,2,80,Entire Place,5,2,2,10,"13, Rue d'Hauteville, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
161,"Paris, Apartment in the Old Paris",48.86497,2.34823,2,80,Entire Place,5,2,2,2,"3, Rue Marie Stuart, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
162,Rare accommodation,48.8507,2.29338,2,80,Entire Place,5,3,2,15,"65, Boulevard de Grenelle, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
163,Functional studio with terrace near Eiffel Tower,48.84808,2.28646,2,80,Entire Place,5,3,2,15,"64, Rue Saint-Charles, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
164,Superbe Studio proche de la Tour Eiffel,48.85109,2.29105,2,80,Entire Place,5,3,2,15,"Caisse d'allocations familiales (Caf) de Paris - accueil Finlay, Rue du Docteur Finlay, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
165,? Atypical studio near Eiffel Tower view Invalides,48.84615,2.30255,2,80,Entire Place,5,3,2,15,"36, Rue Miollis, Quartier Necker, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
166,Charmant Studio Parc des expos Paris,48.82752,2.28997,2,80,Entire Place,5,3,2,15,"Parc des Expositions de Paris, Porte de Versailles, Paris Expo Porte de Versailles, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France"
167,Un nid à la Butte aux Cailles,48.8269,2.35169,2,80,Entire Place,5,5,2,13,"Lycée Professionnel Tolbiac, Rue du Moulinet, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France"
168,Paris 17 ème : Batignolles - Lovely studio,48.8822,2.31816,2,80,Entire Place,5,7,2,17,"Square Monceau, Quartier des Batignolles, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France"
169,Opera Vendome Capucines 2,48.87016,2.33165,2,80,Entire Place,5,7,2,2,"Five Guys, 17, Boulevard des Capucines, Quartier Gaillon, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France"
170,Magnifique Cosy 2p Batignolles balcon Montmartre,48.88822,2.31422,2,80,Entire Place,5,7,2,17,"Pont Cardinet, Allée Yvette Guilbert, Quartier des Batignolles, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France"
171,Appartement épuré et design au cœur des Abbesses,48.88509,2.33228,2,80,Entire Place,5,7,2,18,"8, Cité Véron, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
172,Beau 2 pièces près du Moulin Rouge,48.88478,2.3326,2,80,Entire Place,5,7,2,18,"8, Cité Véron, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
173,10' to Champs Elysées/Moulin Rouge,48.882,2.317,2,80,Entire Place,5,7,2,17,"Kokyu Ho - Club d'aikido Paris 17, Boulevard des Batignolles, Quartier des Batignolles, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France"
174,Parc Monceau - Marché Lévis,48.88423,2.31068,2,80,Entire Place,5,7,2,17,"Sorbonne Université - Faculté des Lettres, Campus Malesherbes, 108, Boulevard Malesherbes, Quartier de la Plaine-de-Monceau, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France"
176,Cosy apartment in Paris - Near Arc de Triomphe,48.88159,2.28709,2,75,Entire Place,5,0,2,17,"9, Rue Ruhmkorff, Quartier des Ternes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France"
178,"Studio, 10 mn walk from the Champs Elysées",48.88015,2.29226,2,75,Entire Place,5,0,2,17,"Desgranges, Rue Pierre Demours, Quartier des Ternes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France"
180,Appartement 2 pièces à deux pas de Montparnasse,48.8336,2.31772,2,75,Entire Place,5,9,2,14,"Land & Monkeys, Rue de Plaisance, Quartier de Plaisance, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France"
181,Grand Duplex Daguerre Denfert,48.83642,2.33172,2,75,Entire Place,5,9,2,14,"Boulevard Raspail, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France"
182,Deux pièces lumineux et calme  à Montparnasse,48.84119,2.32383,2,75,Entire Place,5,9,2,14,"Hôtel de la Tour, Place Joséphine Baker, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France"
183,Cozy apartment Canal Saint Martin,48.88201,2.36712,2,75,Entire Place,5,11,2,10,"La Cave du Canal, Rue La Fayette, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
184,Bel appartement au centre du 11ème,48.86874,2.37499,2,75,Entire Place,5,11,2,11,"Bio C' Bon, 142, Rue Saint-Maur, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
185,Cute 2 pieces apartment,48.874,2.378,2,75,Entire Place,5,11,2,19,"22, Rue Jules Romains, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
186,Studio Paris 10e - Canal Saint Martin,48.87392,2.36314,2,75,Entire Place,5,11,2,10,"Passerelle Bichat, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France"
187,Mini loft in the center of Paris - Bail mobilité,48.86505,2.37921,2,75,Entire Place,5,11,2,11,"Cité du Figuier, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France"
188,Buttes chaumont and Belleville,48.8745,2.37828,2,75,Entire Place,5,11,2,19,"Franprix, Rue Rébeval, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
189,Joli appartement aux pieds du sacré cœur,48.88521,2.34422,2,75,Entire Place,5,12,2,18,"Halle Saint-Pierre, 2, Rue Ronsard, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
190,Joli studio proche Montmartre,48.88008,2.35001,2,75,Entire Place,5,12,2,9,"La Station, 69, Rue de Maubeuge, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France"
191,logement agréable bien situé à Montmartre...,48.88876,2.33737,2,75,Entire Place,5,12,2,18,"4, Place Casadesus, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
192,Ceiling to floor WHITE Paris flat,48.88881,2.35648,2,75,Entire Place,5,12,2,18,"24, Rue Doudeauville, Quartier de la Goutte-d'Or, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
193,CHARMING STUDIO MONTMARTRE,48.89368,2.33979,2,75,Entire Place,5,12,2,18,"6, Rue Calmels, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
194,Studio 10 Montmartre,48.88725,2.34518,2,75,Entire Place,5,12,2,18,"20, Rue Paul Albert, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
196,"Place des Abbesses , Montmartre , joli 2 pieces",48.88332,2.34005,2,75,Entire Place,5,12,2,18,"La Goulue, 59, Rue d'Orsel, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France"
197,Appartement 30m2 charmant et très lumineux à Paris,48.87287,2.39115,2,75,Entire Place,5,13,2,20,"L'Impondérable, Rue des Pyrénées, Quartier de Belleville, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France"
198,Charmant 2 pièces Paris 20e,48.87153,2.39254,2,75,Entire Place,5,13,2,20,"Les Nouveaux Sauvages, Place du Guignier, Quartier de Belleville, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France"
199,Cosy and luminous apartment in Paris la Villette,48.89308,2.38487,2,75,Entire Place,5,13,2,19,"Piscine Rouvet, 1, Rue Rouvet, Quartier du Pont-de-Flandre, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France"
201,"Studio à Saint Germain des prés, proche odéon",48.855,2.339,2,75,Entire Place,5,15,2,6,"5, Rue de Nesle, Quartier de la Monnaie, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France"
202,Studio Paris,48.83396,2.34583,2,75,Entire Place,5,15,2,13,"4, Rue Magendie, Quartier de Croulebarbe, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France"
203,Charmant appartement ou cœur du quartier Latin,48.84356,2.35108,2,75,Entire Place,5,15,2,5,"4, Rue Saint-Médard, Quartier du Jardin des Plantes, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
204,Appartement privé dans Paris Les Gobelins,48.83428,2.34594,2,75,Entire Place,5,15,2,13,"Isambert, Rue Léon-Maurice Nordmann, Quartier de Croulebarbe, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France"
205,2 pièces au cœur du quartier latin,48.84611,2.34768,2,75,Entire Place,5,15,2,5,"Lycée et Collège Henri IV, Rue Descartes, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
206,Appartement Paris 5ème,48.84678,2.34343,2,75,Entire Place,5,15,2,5,"BNP Paribas, Rue Soufflot, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France"
207,Studio dans le 5ème,48.83722,2.3454,2,75,Entire Place,5,15,2,13,"Port Royal - Berthollet, Rue de la Glacière, Quartier de Croulebarbe, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France"
208,Appartement équipé cosy Paris 13,48.83277,2.34414,2,75,Entire Place,5,15,2,13,"Royal Beauté, Rue de la Glacière, Quartier de Croulebarbe, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France"
209,Saint-Germain science po ascensur,48.84917,2.32647,2,75,Entire Place,5,15,2,6,"4, Rue du Regard, Quartier Notre-Dame-des-Champs, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France"
210,Cozy studio in the heart of Paris,48.88086,2.30306,2,75,Entire Place,5,18,2,17,"Église Protestante Suédoise, Rue Médéric, Quartier de la Plaine-de-Monceau, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France"
